"","codigo","DescProd","VerPof"
"1","6300101","ARROZ (POLIDO, PARBOILIZADO, AGULHA, AGULHINHA, ETC)","POF0809"
"2","6300201","ARROZ INTEGRAL","POF0809"
"3","6300701","MILHO EM GRAO","POF0809"
"4","6300706","CANJIQUINHA DE MILHO EM GRAO","POF0809"
"5","6300707","XEREM DE MILHO","POF0809"
"6","6301001","AMENDOIM EM GRAO IN NATURA","POF0809"
"7","6301003","MENDOBIM","POF0809"
"8","6301004","MEDUBIM","POF0809"
"9","6301101","ERVILHA EM GRAO","POF0809"
"10","6301201","FAVA EM GRAO","POF0809"
"11","6301204","MANGALO AMARGO EM GRAO","POF0809"
"12","6301603","FEIJAO DE CORDA","POF0809"
"13","6301634","FEIJAO VERDE","POF0809"
"14","6302001","SEMENTE DE LINHACA","POF0809"
"15","6302601","GUANDO","POF0809"
"16","6302602","ANDU","POF0809"
"17","6302701","TREMOCO","POF0809"
"18","6302801","GRAO DE BICO","POF0809"
"19","6302901","LENTILHA","POF0809"
"20","6303001","SOJA EM GRAO","POF0809"
"21","6303102","FEIJAO (PRETO, MULATINHO, ROXO, ROSINHA, ETC)","POF0809"
"22","6303201","SEMENTE DE ABOBORA","POF0809"
"23","6303501","QUIRERA NAO ESPECIFICADA","POF0809"
"24","6304003","FEIJAO DE CORDA ORGANICO","POF0809"
"25","6304034","FEIJAO VERDE ORGANICO","POF0809"
"26","6304101","FEIJAO ORGANICO","POF0809"
"27","6304201","PIPOCA LIGHT","POF0809"
"28","6304301","ARROZ ORGANICO","POF0809"
"29","6304401","ARROZ INTEGRAL ORGANICO","POF0809"
"30","6304601","SOJA EM GRAO ORGANICA","POF0809"
"31","6304602","FEIJAO SOJA ORGANICO","POF0809"
"32","6304901","QUINOA","POF0809"
"33","6400101","BATATA INGLESA","POF0809"
"34","6400201","ARARUTA","POF0809"
"35","6400303","MANDIOQUINHA SALSA (BATATA BAROA)","POF0809"
"36","6400304","CENOURA AMARELA (BATATA BAROA)","POF0809"
"37","6400305","CEREFOLIO","POF0809"
"38","6400401","BATATA DOCE","POF0809"
"39","6400501","INHAME","POF0809"
"40","6400508","QUICARE","POF0809"
"41","6400601","MANDIOCA","POF0809"
"42","6400609","AIPIM","POF0809"
"43","6400610","MACAXEIRA","POF0809"
"44","6400701","CARA","POF0809"
"45","6400709","CARATINGA","POF0809"
"46","6400710","ARRAS","POF0809"
"47","6400712","INAMBU (CARA)","POF0809"
"48","6400713","INHAME CARAQUENTO (CARA)","POF0809"
"49","6400802","BATATA (NAO ESPECIFICADA)","POF0809"
"50","6400908","MANDIOQUINHA","POF0809"
"51","6401001","RABANETE","POF0809"
"52","6401101","BETERRABA","POF0809"
"53","6401201","CENOURA","POF0809"
"54","6401301","NABO","POF0809"
"55","6401401","NABICA","POF0809"
"56","6401402","SARAMAGO","POF0809"
"57","6401403","RABANETE DE CAVALO (NABICA)","POF0809"
"58","6401501","GOBO","POF0809"
"59","6401502","BARDANA","POF0809"
"60","6401601","ACAFRAO","POF0809"
"61","6401801","BATATA INGLESA ORGANICA","POF0809"
"62","6401901","CENOURA ORGANICA","POF0809"
"63","6500101","CREME DE ARROZ","POF0809"
"64","6500104","ARROZINA","POF0809"
"65","6500105","MUCILON","POF0809"
"66","6500108","MINGAU DE ARROZ","POF0809"
"67","6500202","CROQUINHOS DE ARROZ","POF0809"
"68","6500301","FARINHA DE AVEIA","POF0809"
"69","6500401","AVEIA EM FLOCOS","POF0809"
"70","6500404","VITAVENA","POF0809"
"71","6500601","FUBA DE MILHO","POF0809"
"72","6500603","FARINHA DE MILHO","POF0809"
"73","6500605","FLOR DE MILHO","POF0809"
"74","6500606","SEMOLA DE MILHO","POF0809"
"75","6500608","PUBA DE MILHO","POF0809"
"76","6500609","PUBA DE FUBA","POF0809"
"77","6500613","MILHO MOIDO","POF0809"
"78","6500614","MINGAU DE MILHO","POF0809"
"79","6500702","AMIDO DE MILHO","POF0809"
"80","6500703","GOMA DE MILHO","POF0809"
"81","6500704","AMIDOMIL","POF0809"
"82","6500705","AMIDO DE ARROZ","POF0809"
"83","6500706","AMIDO DE MANDIOCA","POF0809"
"84","6500801","CREMOGEMA","POF0809"
"85","6500802","VITAMILHO","POF0809"
"86","6500803","CREMOVITA","POF0809"
"87","6500804","CREME DE MILHO","POF0809"
"88","6500902","SUCRILHOS DE MILHO","POF0809"
"89","6500903","CEREAL MATINAL DE MILHO EM FLOCOS","POF0809"
"90","6501003","SEMOLINA DE TRIGO","POF0809"
"91","6501203","TRIGUILHO","POF0809"
"92","6501204","BULGOR","POF0809"
"93","6501301","GERME DE TRIGO","POF0809"
"94","6501303","FIBRA DE TRIGO","POF0809"
"95","6501304","FIBRA DE CEREAL TRIGO","POF0809"
"96","6501401","FARINHA DE MANDIOCA","POF0809"
"97","6501410","FARINHA DE COPIOBA","POF0809"
"98","6501413","FARINHA DE SURUI","POF0809"
"99","6501415","FARINHA DE AGUA","POF0809"
"100","6501416","CRUERA","POF0809"
"101","6501502","GOMA DE MANDIOCA","POF0809"
"102","6501505","SAGU DE MANDIOCA","POF0809"
"103","6501506","GOMA DE CARIMA","POF0809"
"104","6501507","CREME DE MACAXEIRA","POF0809"
"105","6501510","FARINHA DE TAPIOCA","POF0809"
"106","6501511","FARINHA BEIJU","POF0809"
"107","6501514","PUBA DE MANDIOCA","POF0809"
"108","6501515","SAGU DE TAPIOCA","POF0809"
"109","6501516","TAPIOCA DE GOMA","POF0809"
"110","6501802","GOMA DE ARARUTA","POF0809"
"111","6502001","FARINHA LACTEA","POF0809"
"112","6502101","NESTON","POF0809"
"113","6502102","FLOCOS DE CEREAIS","POF0809"
"114","6502105","VITAFLOCOS","POF0809"
"115","6502403","MINI PIZZA SEMIPRONTA","POF0809"
"116","6502501","FIBRA DE SOJA","POF0809"
"117","6502603","MINI PASTEL","POF0809"
"118","6503401","MACARRAO","POF0809"
"119","6503501","PURE DE BATATA","POF0809"
"120","6503601","BIFE VEGETAL","POF0809"
"121","6503603","CARNE VEGETAL","POF0809"
"122","6503604","PASTA DE SOJA","POF0809"
"123","6503605","CARNE DE SOJA","POF0809"
"124","6503702","AMENDOIM MOIDO","POF0809"
"125","6504101","GRANOLA","POF0809"
"126","6504302","ROTOLONE SEMIPRONTO","POF0809"
"127","6504601","MUSLI","POF0809"
"128","6504701","MIX DE CEREAIS","POF0809"
"129","6504801","MIOJO","POF0809"
"130","6504802","MACARRAO INSTANTANEO","POF0809"
"131","6505101","SUSTAGEM","POF0809"
"132","6505201","GEVRAL","POF0809"
"133","6505401","MERITENE","POF0809"
"134","6505501","PROTEINAC","POF0809"
"135","6505601","PROTEINA DE SOJA","POF0809"
"136","6505603","PROTEINA VEGETAL","POF0809"
"137","6505701","COMPLEMENTO ALIMENTAR DE QUALQUER SABOR","POF0809"
"138","6505801","SUPLIGEM","POF0809"
"139","6505902","SUCRILHOS DE MILHO LIGHT","POF0809"
"140","6506003","MINI PIZZA SEMIPRONTA LIGHT","POF0809"
"141","6506302","MACARRAO INSTANTANEO LIGHT","POF0809"
"142","6506401","PROTEINA DE SOJA ORGANICA","POF0809"
"143","6506403","PROTEINA VEGETAL ORGANICA","POF0809"
"144","6573225","MACARRAO COM CARNE","POF0809"
"145","6573226","MACARRAO COM PEIXE","POF0809"
"146","6600101","COCO DA BAHIA","POF0809"
"147","6600301","CASTANHA PORTUGUESA","POF0809"
"148","6600302","CASTANHA DA EUROPA","POF0809"
"149","6600401","PINHAO","POF0809"
"150","6600501","AMENDOA","POF0809"
"151","6600601","AVELA","POF0809"
"152","6600701","CASTANHA DO PARA","POF0809"
"153","6600702","CASTANHA MARANHENSE","POF0809"
"154","6600703","AMENDOA DA AMERICA (CASTANHA DO PARA)","POF0809"
"155","6600801","CASTANHA DE CAJU","POF0809"
"156","6600902","ARICUI","POF0809"
"157","6600903","ARIRI","POF0809"
"158","6600904","NICURI","POF0809"
"159","6600905","ALICURI","POF0809"
"160","6600910","OURICURI","POF0809"
"161","6600911","ARICURI","POF0809"
"162","6600912","BUTIA","POF0809"
"163","6601005","BABACU","POF0809"
"164","6601006","BAUACU","POF0809"
"165","6601007","BAGUACU","POF0809"
"166","6601008","AMENDOA DE BABACU","POF0809"
"167","6601105","TUCUM","POF0809"
"168","6601106","TICUM","POF0809"
"169","6601107","MARAJA","POF0809"
"170","6601108","TUCUMA","POF0809"
"171","6601208","COCO MUCAJA","POF0809"
"172","6601211","MACAUBA","POF0809"
"173","6601212","MACAIBA","POF0809"
"174","6601213","BOCAIUVA","POF0809"
"175","6601214","MACAJUBA","POF0809"
"176","6601215","MUCAIA","POF0809"
"177","6601216","MOCAJUBA","POF0809"
"178","6601405","BABAO","POF0809"
"179","6601406","CATOLE","POF0809"
"180","6601501","NOZ","POF0809"
"181","6601605","INAJA","POF0809"
"182","6601606","ANAJA","POF0809"
"183","6601607","NAJA","POF0809"
"184","6601608","ANAIA","POF0809"
"185","6601706","ACAI","POF0809"
"186","6601707","JUCARA","POF0809"
"187","6601708","JICARA","POF0809"
"188","6601709","UACAI","POF0809"
"189","6601710","PINA","POF0809"
"190","6601711","ACAI FRUTA","POF0809"
"191","6601712","JUSSARA","POF0809"
"192","6601805","PUPUNHA","POF0809"
"193","6601806","PIRAJA","POF0809"
"194","6601902","BACABA","POF0809"
"195","6601903","BACABINHA","POF0809"
"196","6601904","BACABUCU","POF0809"
"197","6601905","BACABAI","POF0809"
"198","6602001","CASTANHA DA INDIA","POF0809"
"199","6602201","PISTACHE","POF0809"
"200","6602203","NOZ DE PISTACHE","POF0809"
"201","6602301","BURITI","POF0809"
"202","6602401","COCO","POF0809"
"203","6602601","PATAUA","POF0809"
"204","6602603","PASTA DE PATAUA","POF0809"
"205","6700101","ALFACE","POF0809"
"206","6700201","BERTALHA","POF0809"
"207","6700202","BRETALHA","POF0809"
"208","6700203","BAIANO","POF0809"
"209","6700301","CHICORIA","POF0809"
"210","6700304","ESCAROLA","POF0809"
"211","6700305","ENDIVIA","POF0809"
"212","6700501","COUVE","POF0809"
"213","6700601","COUVE FLOR","POF0809"
"214","6700701","ESPINAFRE","POF0809"
"215","6700703","ORENCAO","POF0809"
"216","6700704","ORENCO","POF0809"
"217","6700801","MOSTARDA (VERDURA)","POF0809"
"218","6700901","REPOLHO","POF0809"
"219","6701101","CEBOLINHA","POF0809"
"220","6701301","AGRIAO","POF0809"
"221","6701401","TAIOBA","POF0809"
"222","6701403","TAIA","POF0809"
"223","6701501","ACELGA","POF0809"
"224","6701502","SELGA","POF0809"
"225","6701503","ROLESO","POF0809"
"226","6701504","RACUSAI","POF0809"
"227","6701505","BETERRABA BRANCA (ACELGA)","POF0809"
"228","6701506","BETERRABA CAMPESTRE (ACELGA)","POF0809"
"229","6701601","ALMEIRAO","POF0809"
"230","6701602","RADITE","POF0809"
"231","6701704","BROCOLIS","POF0809"
"232","6701801","SERRALHA","POF0809"
"233","6701901","CARURU","POF0809"
"234","6701905","ROSELA","POF0809"
"235","6701906","CUXA","POF0809"
"236","6701907","VINAGREIRA","POF0809"
"237","6701908","CARIVEL","POF0809"
"238","6701913","CARIRU","POF0809"
"239","6702001","RUCULA","POF0809"
"240","6702003","PINCHAO","POF0809"
"241","6702004","ROQUETE","POF0809"
"242","6702101","JAMBUACU","POF0809"
"243","6702102","ABECEDARIA","POF0809"
"244","6702105","JAMBU","POF0809"
"245","6702201","LINGUA DE VACA (VERDURA)","POF0809"
"246","6702202","MARIA GORDA","POF0809"
"247","6702203","MARIA GOMBE","POF0809"
"248","6702204","MANJONGOME","POF0809"
"249","6702205","JOAO GOMES","POF0809"
"250","6702206","MARIA GOMES","POF0809"
"251","6702301","ALCACHOFRA","POF0809"
"252","6702304","CARDONA","POF0809"
"253","6702401","SAMAMBAIA DO CAMPO","POF0809"
"254","6702501","BREDO","POF0809"
"255","6702511","AMARANTO","POF0809"
"256","6702601","AIPO","POF0809"
"257","6702604","SALSAO (AIPO)","POF0809"
"258","6702701","COUVE CHINESA","POF0809"
"259","6702801","ERVA DOCE","POF0809"
"260","6703001","FOLHA DE MANDIOCA","POF0809"
"261","6703002","FOLHA DE MANIVA","POF0809"
"262","6703003","FOLHA DE AIPIM","POF0809"
"263","6703004","FOLHA DE MACAXEIRA","POF0809"
"264","6703101","BROTO DE FEIJAO","POF0809"
"265","6703102","MOYASHI","POF0809"
"266","6703201","BROTO DE BAMBU","POF0809"
"267","6703306","MORANGA","POF0809"
"268","6703701","ABOBRINHA","POF0809"
"269","6703707","CAXI","POF0809"
"270","6703708","XOXO","POF0809"
"271","6703805","JERIMUM","POF0809"
"272","6703901","ABOBORA","POF0809"
"273","6704001","PEPINO","POF0809"
"274","6704101","CHUCHU","POF0809"
"275","6704103","CAXIXE","POF0809"
"276","6704201","JILO","POF0809"
"277","6704301","MAXIXE","POF0809"
"278","6704306","PEPININHO (MAXIXE)","POF0809"
"279","6704307","PEPINO DE ESPINHO (MAXIXE)","POF0809"
"280","6704401","PALMITO IN NATURA","POF0809"
"281","6704409","GUARIROBA (PALMITO IN NATURA)","POF0809"
"282","6704410","GUEIROBA (PALMITO IN NATURA)","POF0809"
"283","6704501","PIMENTAO","POF0809"
"284","6705001","QUIABO","POF0809"
"285","6705002","GOMBO","POF0809"
"286","6705003","QUIGOMBO","POF0809"
"287","6705101","TOMATE","POF0809"
"288","6705201","VAGEM","POF0809"
"289","6705301","COGUMELO IN NATURA","POF0809"
"290","6705401","BERINJELA","POF0809"
"291","6705501","ERVILHA EM VAGEM","POF0809"
"292","6705601","CABACA","POF0809"
"293","6705701","CEBOLA","POF0809"
"294","6705801","CATALONHA","POF0809"
"295","6705903","RABANO PRETO","POF0809"
"296","6705904","COLORABA","POF0809"
"297","6706001","NIRA","POF0809"
"298","6706101","JARDINEIRA (SELETA)","POF0809"
"299","6706102","SELETA (JARDINEIRA)","POF0809"
"300","6706201","ALHO","POF0809"
"301","6706301","ALHO PORO","POF0809"
"302","6707301","BROTO DE ALFAFA","POF0809"
"303","6707702","PALMITO IN NATURA ORGANICO","POF0809"
"304","6707710","GUARIROBA (PALMITO IN NATURA) ORGANICO","POF0809"
"305","6707711","GUEIROBA (PALMITO IN NATURA) ORGANICO","POF0809"
"306","6707801","ALFACE ORGANICA","POF0809"
"307","6707901","TOMATE ORGANICO","POF0809"
"308","6708001","PIMENTAO ORGANICO","POF0809"
"309","6709701","OREGANO","POF0809"
"310","6801017","PACOVA","POF0809"
"311","6801101","BANANA (OURO, PRATA, D´AGUA, DA TERRA, ETC)","POF0809"
"312","6801601","MACADAMIA","POF0809"
"313","6801801","LARANJA (PERA, SELETA, LIMA, DA TERRA, ETC)","POF0809"
"314","6801901","LIMA","POF0809"
"315","6802001","LIMAO (COMUM, GALEGO, ETC)","POF0809"
"316","6802201","TANGERINA","POF0809"
"317","6802202","MEXERICA","POF0809"
"318","6802217","BERGAMOTA","POF0809"
"319","6802218","MIMOSA","POF0809"
"320","6802223","TANJA","POF0809"
"321","6802227","MARICOTA","POF0809"
"322","6802301","CIDRA","POF0809"
"323","6802302","POMELO","POF0809"
"324","6802303","TORANJA","POF0809"
"325","6802304","GREPE","POF0809"
"326","6802305","GRAPE FRUIT","POF0809"
"327","6802401","KINKAN","POF0809"
"328","6802402","KUNQUAT","POF0809"
"329","6802407","LARANJINHA JAPONESA","POF0809"
"330","6802501","CANA DE ACUCAR","POF0809"
"331","6802601","ABACAXI","POF0809"
"332","6802602","ANANAS","POF0809"
"333","6802701","ABACATE","POF0809"
"334","6802801","CAQUI","POF0809"
"335","6802901","FIGO","POF0809"
"336","6803001","MACA","POF0809"
"337","6803101","MAMAO","POF0809"
"338","6803108","PAPAIA","POF0809"
"339","6803201","MANGA","POF0809"
"340","6803215","MANGUITO","POF0809"
"341","6803301","MARACUJA","POF0809"
"342","6803317","MARACUJAZINHO","POF0809"
"343","6803328","MARACUJINA EM FRUTO","POF0809"
"344","6803401","MELANCIA","POF0809"
"345","6803501","MELAO","POF0809"
"346","6803601","PERA","POF0809"
"347","6803701","PESSEGO","POF0809"
"348","6803801","FRUTA DE CONDE","POF0809"
"349","6803802","PINHA (FRUTA DE CONDE)","POF0809"
"350","6803803","ATA","POF0809"
"351","6803901","UVA","POF0809"
"352","6803912","UVA PASSA","POF0809"
"353","6803914","UVA RED GLOBE","POF0809"
"354","6804001","JENIPAPO","POF0809"
"355","6804101","JACA","POF0809"
"356","6804201","GOIABA","POF0809"
"357","6804203","ARACA ACU (GOIABA)","POF0809"
"358","6804205","GUAIABA","POF0809"
"359","6804301","AMEIXA","POF0809"
"360","6804401","CAJU","POF0809"
"361","6804501","CEREJA","POF0809"
"362","6804601","CAJA MANGA","POF0809"
"363","6804602","CAJARANA","POF0809"
"364","6804701","TAPEREBA","POF0809"
"365","6804702","ACAJA (TAPEREBA)","POF0809"
"366","6804801","CARAMBOLA","POF0809"
"367","6804901","JABOTICABA","POF0809"
"368","6804906","JABOTICATUBA","POF0809"
"369","6805001","GRAVIOLA","POF0809"
"370","6805101","ARATICUM","POF0809"
"371","6805104","PASMADA","POF0809"
"372","6805105","MAROLO","POF0809"
"373","6805201","MORANGO","POF0809"
"374","6805301","JAMBO","POF0809"
"375","6805401","ATEMOIA","POF0809"
"376","6805501","GROSELHA EM FRUTO","POF0809"
"377","6805601","MANGABA","POF0809"
"378","6805603","MANGABINHA","POF0809"
"379","6805701","ARACA","POF0809"
"380","6805801","NESPERA","POF0809"
"381","6805901","FRUTA PAO","POF0809"
"382","6806001","SAPOTI","POF0809"
"383","6806101","UXI","POF0809"
"384","6806201","TAMARINDO","POF0809"
"385","6806301","CACAU","POF0809"
"386","6806401","PITOMBA","POF0809"
"387","6806501","BACURI","POF0809"
"388","6806502","IBACUPARI","POF0809"
"389","6806503","BACURIUBA","POF0809"
"390","6806504","BACURIUVA","POF0809"
"391","6806505","IBACURUPARI","POF0809"
"392","6806601","INGA","POF0809"
"393","6806701","PEQUI","POF0809"
"394","6806801","PITANGA","POF0809"
"395","6806803","PITANGATUBA","POF0809"
"396","6806805","IBIPITANGA","POF0809"
"397","6806901","CIRIGUELA","POF0809"
"398","6807001","MURICI","POF0809"
"399","6807004","MURUCHI","POF0809"
"400","6807014","FALSA DOURADINHA","POF0809"
"401","6807101","UMBU","POF0809"
"402","6807102","AMBU","POF0809"
"403","6807103","IMBU","POF0809"
"404","6807201","BERIBA","POF0809"
"405","6807202","BIRIBA","POF0809"
"406","6807301","CUPUACU","POF0809"
"407","6807401","NECTARINA","POF0809"
"408","6807501","MARI","POF0809"
"409","6807505","UMARI","POF0809"
"410","6807601","ROMA","POF0809"
"411","6807701","ACEROLA","POF0809"
"412","6807801","KIWI","POF0809"
"413","6807901","MANGOSTIM","POF0809"
"414","6808001","ABIU","POF0809"
"415","6808101","ABRICO","POF0809"
"416","6808201","JURUBEBA","POF0809"
"417","6808301","GRUMIXAMA DA INDIA","POF0809"
"418","6808401","FRUTA (NAO ESPECIFICADA)","POF0809"
"419","6808501","UVA ORGANICA","POF0809"
"420","6808601","MACA ORGANICA","POF0809"
"421","6808701","PESSEGO ORGANICO","POF0809"
"422","6808801","MORANGO ORGANICO","POF0809"
"423","6808901","ACEROLA ORGANICA","POF0809"
"424","6809001","UVA PASSA ORGANICA","POF0809"
"425","6809901","AMORA","POF0809"
"426","6810201","JAMELAO (JAMBURAO)","POF0809"
"427","6900302","DEMERARA","POF0809"
"428","6900304","ACUCAR MASCAVO","POF0809"
"429","6900401","RAPADURA","POF0809"
"430","6900402","ALFENIM DE CANA","POF0809"
"431","6900403","BATIDA (RAPADURA)","POF0809"
"432","6900501","SORVETE DE QUALQUER SABOR INDUSTRIALIZADO","POF0809"
"433","6900502","PICOLE DE QUALQUER SABOR INDUSTRIALIZADO","POF0809"
"434","6900601","CHICLETE","POF0809"
"435","6900603","BALA","POF0809"
"436","6900604","CARAMELO (BALA)","POF0809"
"437","6900605","DROPS","POF0809"
"438","6900606","PASTILHA","POF0809"
"439","6900607","PIRULITO","POF0809"
"440","6900609","GOMA DE MASCAR","POF0809"
"441","6900610","JUJUBA","POF0809"
"442","6900701","TABLETE DE CHOCOLATE","POF0809"
"443","6900702","BARRA DE CHOCOLATE","POF0809"
"444","6900706","CONFETE","POF0809"
"445","6900801","CHOCOLATE EM PO DE QUALQUER MARCA","POF0809"
"446","6900818","OVOMALTINE","POF0809"
"447","6900821","ACHOCOLATADO EM PO","POF0809"
"448","6900822","TODDYNHO","POF0809"
"449","6900901","BOMBOM DE QUALQUER MARCA","POF0809"
"450","6900904","TRUFA","POF0809"
"451","6901001","GELEIA DE FRUTAS DE QUALQUER MARCA OU SABOR","POF0809"
"452","6901002","MOUSSE","POF0809"
"453","6901101","GELEIA DE MOCOTO","POF0809"
"454","6901201","DOCE DE FRUTAS EM PASTA DE QUALQUER SABOR","POF0809"
"455","6901202","PURE DE FRUTAS","POF0809"
"456","6901203","PASTA DE AMENDOIM","POF0809"
"457","6901204","PESSEGADA","POF0809"
"458","6901205","CREME DE AMENDOIM","POF0809"
"459","6901206","MARMELADA","POF0809"
"460","6901209","FIGADA","POF0809"
"461","6901211","GOIABADA","POF0809"
"462","6901214","CAJU EM PASTA","POF0809"
"463","6901221","CACAU EM PASTA","POF0809"
"464","6901224","MARIOLA","POF0809"
"465","6901301","DOCE DE FRUTAS EM CALDA DE QUALQUER SABOR","POF0809"
"466","6901401","DOCE DE FRUTAS CRISTALIZADO DE QUALQUER SABOR","POF0809"
"467","6901501","MELADO","POF0809"
"468","6901602","MEL","POF0809"
"469","6901701","GELATINA DE QUALQUER SABOR","POF0809"
"470","6901801","ADOCANTE ARTIFICIAL","POF0809"
"471","6901802","SUITA","POF0809"
"472","6901903","KARO","POF0809"
"473","6902003","GLACE","POF0809"
"474","6902004","MERENGUE","POF0809"
"475","6902301","SCHIMIER DE CANA","POF0809"
"476","6902401","FRUTA SECA OU DESIDRATADA","POF0809"
"477","6902402","PASSA","POF0809"
"478","6902411","FRUTA DESIDRATADA","POF0809"
"479","6902601","PUDIM DE QUALQUER SABOR","POF0809"
"480","6902607","DANETTE PUDIM","POF0809"
"481","6902701","MANJAR","POF0809"
"482","6902901","CUSCUZ","POF0809"
"483","6902902","CUSCUZ DE TAPIOCA","POF0809"
"484","6903001","MARIA MOLE","POF0809"
"485","6903002","BABA DE SAPO OU DE MOCA","POF0809"
"486","6903101","COCADA","POF0809"
"487","6903102","QUEBRA QUEIXO","POF0809"
"488","6903201","DOCE DE AMENDOIM","POF0809"
"489","6903202","PE DE MOLEQUE","POF0809"
"490","6903203","PACOCA","POF0809"
"491","6903204","TORRAO DE AMENDOIM","POF0809"
"492","6903205","PACOQUINHA DE AMENDOIM","POF0809"
"493","6903206","PACOCA DE CASTANHA DE CAJU","POF0809"
"494","6903207","AMENDOIM CARAMELIZADO","POF0809"
"495","6903208","AMENDOIM AMANTEIGADO","POF0809"
"496","6903209","AMENDOIM ACHOCOLATADO","POF0809"
"497","6903303","AMENDOIM APIMENTADO","POF0809"
"498","6903304","AMENDOIM COZIDO","POF0809"
"499","6903601","BRIGADEIRO","POF0809"
"500","6903701","BOMBA DE QUALQUER TIPO","POF0809"
"501","6903801","MIL FOLHAS","POF0809"
"502","6903901","QUEIJADINHA","POF0809"
"503","6904101","DOCE A BASE DE OVOS","POF0809"
"504","6904104","CACAROLA ITALIANA","POF0809"
"505","6904105","QUINDIM","POF0809"
"506","6904107","PAPO DE ANJO","POF0809"
"507","6904108","FIOS DE OVOS","POF0809"
"508","6904201","DOCE A BASE DE LEITE","POF0809"
"509","6904202","PAVE DE QUALQUER SABOR","POF0809"
"510","6904203","AMBROSIA","POF0809"
"511","6904204","LEITE GELEIFICADO","POF0809"
"512","6904205","CHANDELE DE QUALQUER SABOR","POF0809"
"513","6904302","MUMU","POF0809"
"514","6904401","CANUDINHO RECHEADO","POF0809"
"515","6904501","SAROLHO","POF0809"
"516","6904502","BEIJU","POF0809"
"517","6904601","SCHIMIER DE FRUTA (EXCETO DE CANA)","POF0809"
"518","6904701","BEIJO DE MOCA","POF0809"
"519","6904702","BEIJO AFRICANO","POF0809"
"520","6904801","PICOLE ENSACADO","POF0809"
"521","6904807","GELADINHO","POF0809"
"522","6905001","CHURRO","POF0809"
"523","6905101","PAMONHA","POF0809"
"524","6905401","ALGODAO-DOCE","POF0809"
"525","6905603","IOIO CREME (CHOCOLATE EM CREME)","POF0809"
"526","6905801","OVO DE PASCOA","POF0809"
"527","6905804","KINDER OVO","POF0809"
"528","6905901","TORRONE","POF0809"
"529","6906001","ARROZ-DOCE","POF0809"
"530","6906101","PROPOLIS","POF0809"
"531","6906301","DOCE SIRIO","POF0809"
"532","6906404","POLPA DE COCO","POF0809"
"533","6906501","DIET SHAKE","POF0809"
"534","6906502","CONCENTRADO ALIMENTAR DIET SHAKE","POF0809"
"535","6906602","ACUCAR","POF0809"
"536","6907001","ACUCAR LIGHT","POF0809"
"537","6907201","BARRA DE CEREAIS","POF0809"
"538","6907202","BARRA DE CEREAIS SALGADA","POF0809"
"539","6907203","BARRA DE CEREAIS DOCE","POF0809"
"540","6907301","SOBREMESA DE QUALQUER TIPO (EXCETO INFANTIL)","POF0809"
"541","6907401","RABANADA","POF0809"
"542","6907501","MILK SHAKE","POF0809"
"543","6907901","GELEIA DIET","POF0809"
"544","6908001","DOCE DE FRUTAS DIET","POF0809"
"545","6908401","PASTEIS DE SANTA CLARA","POF0809"
"546","6908501","SUSPIRO","POF0809"
"547","6908802","DEMERARA ORGANICO","POF0809"
"548","6909201","DOCE DE FRUTAS EM CALDA DIET","POF0809"
"549","6909301","DOCE DE FRUTAS CRISTALIZADO DE QUALQUER SABOR DIET","POF0809"
"550","6909601","SORVETE DE QUALQUER SABOR INDUSTRIALIZADO LIGHT","POF0809"
"551","6909602","PICOLE DE QUALQUER SABOR INDUSTRIALIZADO LIGHT","POF0809"
"552","6909701","SORVETE DE QUALQUER SABOR INDUSTRIALIZADO DIET","POF0809"
"553","6909702","PICOLE DE QUALQUER SABOR INDUSTRIALIZADO DIET","POF0809"
"554","6909801","CHICLETE LIGHT","POF0809"
"555","6909803","BALA LIGHT","POF0809"
"556","6909804","CARAMELO (BALA) LIGHT","POF0809"
"557","6909805","DROPS LIGHT","POF0809"
"558","6909806","PASTILHA LIGHT","POF0809"
"559","6909807","PIRULITO LIGHT","POF0809"
"560","6909809","GOMA DE MASCAR LIGHT","POF0809"
"561","6909810","JUJUBA LIGHT","POF0809"
"562","6909901","CHICLETE DIET","POF0809"
"563","6909903","BALA DIET","POF0809"
"564","6909904","CARAMELO (BALA) DIET","POF0809"
"565","6909905","DROPS DIET","POF0809"
"566","6909906","PASTILHA DIET","POF0809"
"567","6909907","PIRULITO DIET","POF0809"
"568","6909909","GOMA DE MASCAR DIET","POF0809"
"569","6909910","JUJUBA DIET","POF0809"
"570","6910001","TABLETE DE CHOCOLATE LIGHT","POF0809"
"571","6910002","BARRA DE CHOCOLATE LIGHT","POF0809"
"572","6910006","CONFETE LIGHT","POF0809"
"573","6910101","TABLETE DE CHOCOLATE DIET","POF0809"
"574","6910102","BARRA DE CHOCOLATE DIET","POF0809"
"575","6910106","CONFETE DIET","POF0809"
"576","6910112","CONFETE DIETETICO","POF0809"
"577","6910201","CHOCOLATE EM PO DE QUALQUER MARCA LIGHT","POF0809"
"578","6910221","ACHOCOLATADO EM PO LIGHT","POF0809"
"579","6910301","CHOCOLATE EM PO DE QUALQUER MARCA DIET","POF0809"
"580","6910318","OVOMALTINE DIET","POF0809"
"581","6910321","ACHOCOLATADO EM PO DIET","POF0809"
"582","6910322","TODDYNHO DIET","POF0809"
"583","6910401","BOMBOM DE QUALQUER MARCA LIGHT","POF0809"
"584","6910404","TRUFA LIGHT","POF0809"
