"","codigo","DescProd","VerPof"
"2350","8579121","CASQUINHA DE CARANGUEJO","POF1718"
"2351","8579122","CASQUINHA DE MARISCOS","POF1718"
"2352","8579123","CASQUINHA DE SIRI","POF1718"
"2353","8579124","CESTINHA DE FRUTOS DO MAR","POF1718"
"2354","8579125","CESTINHA DE CAMARAO","POF1718"
"2355","8579128","CORDEIRO COM LEGUMES","POF1718"
"2356","8579130","CREME DE ABOBORA COM CARNE","POF1718"
"2357","8579131","CREME DE CENOURA","POF1718"
"2358","8579132","CREME DE ESPINAFRE","POF1718"
"2359","8579133","DOBRADINHA COM FEIJAO BRANCO","POF1718"
"2360","8579135","EFO (BAHIA)","POF1718"
"2361","8579136","ENSOPADINHO DE LEGUMES","POF1718"
"2362","8579137","JARDINEIRA DE LEGUMES","POF1718"
"2363","8579138","ENSOPADINHO DE LINGUICA COM BATATA","POF1718"
"2364","8579139","ENSOPADINHO DE LINGUICA COM LEGUMES","POF1718"
"2365","8579140","ENTREVERO DE PINHAO","POF1718"
"2366","8579141","FILE DE PEIXE A PARMEGIANA","POF1718"
"2367","8579142","FILE DE PEIXE AO CREME","POF1718"
"2368","8579146","FRANGO CAIPIRA","POF1718"
"2369","8579147","FRANGO ENSOPADO","POF1718"
"2370","8579149","FRANGO OU GALINHA COM PEQUI","POF1718"
"2371","8579150","FRANGO OU GALINHA AO MOLHO PARDO / GALINHA DE CABIDELA","POF1718"
"2372","8579151","FRANGO OU GALINHA DE CABIDELA","POF1718"
"2373","8579153","FRANGO OU GALINHA COM QUIABO","POF1718"
"2374","8579154","FRANGO OU GALINHA NO TUCUPI","POF1718"
"2375","8579158","FRANGO OU GALINHA XADREZ","POF1718"
"2376","8579159","FRICASSE DE CARNE MOIDA","POF1718"
"2377","8579160","FRICASSE DE FRANGO OU GALINHA","POF1718"
"2378","8579161","FRIGIDEIRA DE PEIXE","POF1718"
"2379","8579162","HOT FILADELFIA","POF1718"
"2380","8579163","ISCA DE JACARE A MILANESA","POF1718"
"2381","8579164","JARDINEIRA DE CARNE DE SOJA","POF1718"
"2382","8579165","JARDINEIRA DE FRANGO OU GALINHA","POF1718"
"2383","8579166","JARDINEIRA DE LEGUMES COM CARNE","POF1718"
"2384","8579167","LAGARTO RECHEADO COM CENOURA","POF1718"
"2385","8579168","LAGARTO RECHEADO COM LINGUICA","POF1718"
"2386","8579169","LEGUMES A PARMEGIANA","POF1718"
"2387","8579170","LEGUMES GRATINADOS","POF1718"
"2388","8579171","LEGUMES RECHEADOS COM CARNE","POF1718"
"2389","8579172","LEITAO NO TUCUPI","POF1718"
"2390","8579173","LENTILHA COM BACON","POF1718"
"2391","8579174","LENTILHA COM LINGUICA","POF1718"
"2392","8579175","LINGUA BOVINA RECHEADA COM LEGUMES","POF1718"
"2393","8579176","LOMBO RECHEADO COM LEGUMES","POF1718"
"2394","8579177","LOMBO RECHEADO COM LINGUICA","POF1718"
"2395","8579183","LULA ENSOPADA COM LEGUMES","POF1718"
"2396","8579184","LULA RECHEADA COM CAMARAO","POF1718"
"2397","8579185","MAO DE VACA","POF1718"
"2398","8579186","MARISCADA","POF1718"
"2399","8579187","MARISCO ENSOPADO COM LEGUMES","POF1718"
"2400","8579188","MARISCO GRATINADO COM MOLHO BRANCO","POF1718"
"2401","8579189","MARISCO LAMBE-LAMBE","POF1718"
"2402","8579190","MATAMBRE RECHEADO","POF1718"
"2403","8579191","MISSOSHIRO","POF1718"
"2404","8579192","MOUSSE DE CAMARAO","POF1718"
"2405","8579193","MOUSSE DE PEIXE","POF1718"
"2406","8579194","MOUSSE DE SALMAO","POF1718"
"2407","8579195","MUJICA / MOJICA A CUIABANA","POF1718"
"2408","8579196","MUJICA / MOJICA DE PEIXE","POF1718"
"2409","8579198","MUSSAKA","POF1718"
"2410","8579199","MUSSAKA VEGETARIANA","POF1718"
"2411","8579201","PACA ASSADA A PURURUCA","POF1718"
"2412","8579202","PACOCA DE PINHAO","POF1718"
"2413","8579204","PAELLA","POF1718"
"2414","8579205","PATO NO TUCUPI","POF1718"
"2415","8579206","PEIXADA","POF1718"
"2416","8579207","PEIXE A PARMEGIANA","POF1718"
"2417","8579209","PEIXE ASSADO COM LEGUMES E BATATAS","POF1718"
"2418","8579210","PEIXE ENSOPADO COM BATATAS","POF1718"
"2419","8579211","PEIXE ENSOPADO COM LEGUMES E BATATA","POF1718"
"2420","8579212","PEIXE AO LEITE DE COCO","POF1718"
"2421","8579213","PEIXE ASSADO RECHEADO COM FAROFA","POF1718"
"2422","8579218","PEIXE GRATINADO","POF1718"
"2423","8579219","PEIXE COM CAMARAO","POF1718"
"2424","8579221","PETISCO DE JACARE","POF1718"
"2425","8579222","PICADINHO DE CARNE","POF1718"
"2426","8579224","PIMENTAO RECHEADO","POF1718"
"2427","8579230","POLPETTONE / POLPETONE","POF1718"
"2428","8579232","SUFLE DE LEGUMES (CHUCHU, CENOURA, ALHO-PORO)","POF1718"
"2429","8579233","QUICHE DE ESPINAFRE","POF1718"
"2430","8579235","QUIBE ASSADO / QUIBE DE FORNO","POF1718"
"2431","8579236","QUIBE CRU","POF1718"
"2432","8579237","QUIBE VEGETARIANO","POF1718"
"2433","8579238","QUICHE DE ALHO PORO","POF1718"
"2434","8579239","QUICHE DE PEIXES (SALMAO, ATUM, SARDINHA ETC)","POF1718"
"2435","8579242","RABADA COM AGRIAO E BATATA","POF1718"
"2436","8579243","RATATOUILLE","POF1718"
"2437","8579244","REFOGADINHO DE LEGUMES","POF1718"
"2438","8579245","RISOTO DE CAMARAO","POF1718"
"2439","8579246","RISOTO DE FRUTOS DO MAR","POF1718"
"2440","8579247","RISOTO DE FUNGUI  (FUNGHI)","POF1718"
"2441","8579248","RISOTO DE LEGUMES","POF1718"
"2442","8579249","ROLINHO DE PRIMAVERA","POF1718"
"2443","8579250","HARUMAKI DE FRUTO DO MAR","POF1718"
"2444","8579251","HARUMAKI DE PEIXE","POF1718"
"2445","8579253","RONDELE DE CARNE","POF1718"
"2446","8579254","RONDELE DE FRANGO","POF1718"
"2447","8579256","RONDELE / RONDELI / RONDELLE","POF1718"
"2448","8579257","RONDELE DE CAMARAO","POF1718"
"2449","8579259","RONDELE DE QUEIJO E PRESUNTO","POF1718"
"2450","8579261","RONDELE DE RICOTA COM ESPINAFRE","POF1718"
"2451","8579262","ROUPA VELHA (CARNE SECA, CARNE, PEIXE)","POF1718"
"2452","8579266","SAGU AO VINHO TINTO","POF1718"
"2453","8579268","STEAK TARTARE","POF1718"
"2454","8579269","SUFLE DE BACALHAU","POF1718"
"2455","8579270","SUFLE DE CAMARAO","POF1718"
"2456","8579272","SUFLE DE FRANGO OU GALINHA","POF1718"
"2457","8579280","TEMAKI","POF1718"
"2458","8579281","TEMPURA DE CAMARAO","POF1718"
"2459","8579282","TEMPURA LEGUMES","POF1718"
"2460","8579283","TEMPURA NAO ESPECIFICADO","POF1718"
"2461","8579284","TOMATE RECHEADO","POF1718"
"2462","8579285","TRANCA SALGADA RECHEADA","POF1718"
"2463","8579286","VIRADO","POF1718"
"2464","8579290","XINXIM DE BOFE","POF1718"
"2465","8579291","XINXIM DE FRANGO OU GALINHA","POF1718"
"2466","8580001","PRATO FEITO","POF1718"
"2467","8580101","MEXIDO","POF1718"
"2468","8580201","CUSCUZ DE ARROZ","POF1718"
"2469","8580301","SALADA DE LEGUMES, VERDURAS E FRUTAS","POF1718"
"2470","8580401","PAO COM LINGUICA","POF1718"
"2471","8580501","PAO COM TUCUMA","POF1718"
"2472","8581001","CAFE COM PAO","POF1718"
"2473","8581101","CAFE COM BOLO/ BISCOITO/ BOLACHA","POF1718"
"2474","8581201","LEITE COM PAO OU BISCOITO/ BOLACHA","POF1718"
"2475","8581301","SOPA INSTANTANEA","POF1718"
"2476","8581401","MACARAO COM OVO","POF1718"
"2477","8581501","MACARRAO COM CAMARAO","POF1718"
"2478","8581502","MACARRAO COM FRUTOS DO MAR","POF1718"
"2479","8581503","MACARRAO COM QUEIJO","POF1718"
"2480","8581504","MACARRAO AO ALHO E OLEO","POF1718"
"2481","8581505","MACARRAO COM FRANGO OU GALINHA","POF1718"
"2482","8581506","MACARRAO COM LEGUMES","POF1718"
"2483","8581507","MACARRAO COM LINGUICA","POF1718"
"2484","8581508","MACARRAO COM MOLHO BRANCO","POF1718"
"2485","8581509","MACARRAO CREMOSO / SUGO / TOMATE","POF1718"
"2486","8581510","MACARRAO GRATINADO","POF1718"
"2487","8581511","MACARRAO COM SALSICHA","POF1718"
"2488","8581601","STROGONOFF / ESTROGONOFE DE CAMARAO","POF1718"
"2489","8581602","STROGONOFF / ESTROGONOFE DE CARNE","POF1718"
"2490","8581603","STROGONOFF / ESTROGONOFE DE CARNE DE SOJA","POF1718"
"2491","8581604","STROGONOFF / ESTROGONOFE DE FRANGO OU GALINHA","POF1718"
"2492","8581701","YAKISSOBA DE CARNE","POF1718"
"2493","8581702","YAKISSOBA DE FRANGO","POF1718"
"2494","8581703","YAKISSOBA DE FRUTOS DO MAR","POF1718"
"2495","8581704","YAKISSOBA DE CAMARAO","POF1718"
"2496","8581705","YAKISSOBA DE PEIXE","POF1718"
"2497","8581706","YAKISSOBA DE LEGUMES","POF1718"
"2498","8581707","YAKISSOBA DE SOJA","POF1718"
"2499","8581801","CASSOULET","POF1718"
"2500","8581901","FEIJAO COM CARNES","POF1718"
"2501","8581902","FEIJAO COM BACON","POF1718"
"2502","8581903","FEIJAO COM LINGUICA","POF1718"
"2503","8581904","FEIJOADA DE FRUTOS DO MAR","POF1718"
"2504","8581905","FEIJOADA VEGETARIANA","POF1718"
"2505","8582001","MAIONESE DE CAMARAO","POF1718"
"2506","8582101","TORTA CAIPIRA","POF1718"
"2507","8582102","TORTA DE FRANGO OU GALINHA","POF1718"
"2508","8582103","TORTA DE CARNE","POF1718"
"2509","8582104","TORTA DE CARNE E LEGUMES","POF1718"
"2510","8582105","TORTA DE CARNE E QUEIJO","POF1718"
"2511","8582106","TORTA DE CARNE SECA","POF1718"
"2512","8582107","TORTA DE BACALHAU","POF1718"
"2513","8582108","TORTA DE CAMARAO / FRUTOS DO MAR","POF1718"
"2514","8582109","TORTA DE PEIXE / ATUM / SARDINHA","POF1718"
"2515","8582110","TORTA DE LEGUMES","POF1718"
"2516","8582111","TORTA DE PRESUNTO E QUEIJO","POF1718"
"2517","8582112","TORTA DE QUEIJO / RICOTA","POF1718"
"2518","8582201","TORTA CAPIXABA","POF1718"
"2519","8582301","ROCAMBOLE SALGADO","POF1718"
"2520","8582302","ROCAMBOLE DE CARNE","POF1718"
"2521","8582303","ROCAMBOLE DE FRANGO OU GALINHA","POF1718"
